person_id,title,firm,start_date,end_date,location
52242,Network Security Administrator,Tanger Outlets,04/2008,07/2012,"Greensboro, NC"
52242,Network Administrator,Tanger Outlets,05/2004,04/2008,"Greensboro, NC"
52242,PC Tech Support,Tanger Outlets,04/2002,05/2004,"Greensboro, NC"
52243,Sr. Network Engineer,Potter County,08/2013,Present,"Amarillo, TX"
52243,Manager of I.T. Support,AQHA,11/2011,08/2013,"Amarillo, TX"
52243,Network Administrator III,Anderson Merchandisers,02/1995,08/2011,"Amarillo, TX"
52244,IT Director,AGSE,05/2016,Present,"Santa Fe Springs, CA"
52244,IT Manager,"Santa Fe Springs, CA",06/2010,05/2016,
52244,Network Administrator,"Santa Fe Springs, CA",01/2006,05/2010,
52244,Network Engineer,Teknica ITG,2004,2005,"Rancho Cucamonga, CA"
52244,IBM,"Santa Fe Springs, CA",2003,2004,
52245,Network Administrator,www.campost.cm,02/2007,Present,"Germantown, MD"
52245,Network Support Engineer,Orange Cameroon S.A,01/2005,01/2007,www.orange.cm
52245,LAN/WAN Technician,Satvision Sarl,02/2003,12/2004,
52246,Client/Help Desk Support,State of Arkansas Adult Protective Services,03/2017,Present,"North Little Rock, AR"
52246,Network Technician,AT&T,07/2000,07/2014,
52246,"Install, organize, and configure computer network and systems (routers, local area network-LAN, Intranet, internet)",Ultimate Cuisine Catering & Events,06/2009,09/2013,
52247,Network Systems Administrator,Network Integration Consultants,2016,2019,"Phoenix, AZ"
52247,Network Systems Administrator,ITT Technical Institute,2015,2016,"Phoenix, AZ"
52248,IT Network Analyst II,City of Miramar,11/2016,Present,"Miramar, FL"
52248,Senior VoIP Manager,TELX TELECOM,09/2013,11/2016,"Miami, FL"
52248,VoIP Engineer,TELX TELECOM,09/2013,11/2016,"Miami, FL"
52248,Network Administrator,Techsupportwizards.com,08/2008,09/2013,"Fort Lauderdale, FL"
52249,IT Manager,Raritan Bay FCU,03/2014,Present,"Sayreville, NJ"
52249,Network Administrator,Raritan Bay Federal Credit Union,12/2006,03/2014,"Sayreville, NJ"
52249,Administrative Analyst (Network Admin),NJ Veterans Home at Menlo Park,01/2005,11/2006,"Menlo Park, NJ"
52250,SENIOR SYSTEMS ARCHITECT / ENGINEER,Novus Partners,03/2014,Present,"Austin, TX"
52250,SENIOR NETWORK INFASTRUCTURE ADMINISTRATOR,National Bank of Kuwait,11/2012,03/2014,"Boston, NY"
52250,SENIOR NETWORK INFASTRUCTURE ADMINISTRATOR,National Bank of Kuwait,11/2012,03/2014,
52250,SENIOR NETWORK ADMINISTRATOR,"Hyperline Systems NE & Canada, LTD",08/2006,11/2013,"New York, NY"
52250,NETWORK ADMINISTRATOR / NETWORK ENGINEER,GFI Brokerage Firm,2004,07/2006,"New York, NY"
52250,NETWORK ADMINISTRATOR / NETWORK ENGINEER,Greenburg Tauirg Law Firm,2003,2003,"New York, NY"
52251,IT Operations Manager,Bluegreen Vacations,07/2018,Present,"Boca Raton, FL"
52251,Change and Asset Analyst,Bluegreen Vacations,05/2017,07/2018,"Boca Raton, FL"
52251,Network Administrator,"Henderson, Franklin, Starnes & Holt P.A",04/2016,10/2016,"Fort Myers, FL"
52251,Contractor - Network Administrator,Lan Info Tech,09/2014,04/2016,"Fort Lauderdale, FL"
52251,Contractor - Network Administrator,VNet Consulting,09/2014,04/2016,
52251,Systems Engineer,"Nuance Communications, Inc",06/2009,2014,"Sunrise, FL"
52251,Network Administrator,Broward County Schools,10/2006,2011,"Lauderdale Lakes, FL"
52252,Helpdesk Technician/ Network Consultant,KLH CONSULTING,2011,2019,"Santa Rosa, CA"
52252,Network Consultant,THE ARM GROUP,2009,2011,"Santa Rosa, CA"
52252,Campus Technologist/ Network Administrator,SANTA ROSA CHRISTIAN SCHOOL,2007,2009,"Santa Rosa, CA"
52253,Network Engineer,Arizona Department of Health Services,10/15,Present,"Santa Clarita, CA"
52253,Network Administrator,Panda Restaurant Group,10/14,05/15,
52253,Network and Systems Administrator,Otis College of Art and Design - MIS,03/10,09/14,
52253,Technical Support,The City of Los Angeles Department of Building and Safety,06/07,12/07,
52253,Data Entry,Evergreen Adult Day Health Care Center,10/02,06/07,
52254,I.T. Administrator,Ausenco Engineering,06/2019,Present,"Tucson, AZ"
52254,Network Specialist,"Unified Command, LLC",02/2019,04/2019,
52254,Network Systems Administrator,"Greenlee County, Information Technology Dept",10/2017,11/2018,
52254,Network Engineer,Self Employed,01/2016,10/2017,
52254,"Senior Supervisor, Information Systems",Freeport McMoRan Copper and Gold,02/2006,12/2015,
52254,Network Specialist,Arizona Department of Corrections,12/2002,02/2006,
52254,Systems Specialist,"Casino Arizona - Scottsdale, AZ",03/2002,12/2002,
52254,Network Technician,Arizona Department of Corrections,09/2001,03/2002,
52254,Network Administrator,"United States Air Force - Vandenberg AFB, CA",03/1997,03/2001,
52255,Lead Developer,The Server Net Corporation,11/2010,Present,"McKinney, TX"
52255,Network Analyst,Texas Health Resources,11/2011,10/2017,"Arlington, TX"
52255,System Administrator / Senior Network Engineer,Intellys Corporation,12/2006,11/2010,"Grapevine, TX"
52256,Network Administrator,City of Odessa,03/15,Present,"Odessa, TX"
52256,District Field Engineer,National Oilwell Varco,08/05,04/08,Texas
52256,Network Systems Specialist,US Marines,08/00,08/04,
52257,NETWORK ADMINISTRATOR,INTERNATIONAL TIMBER & VENEER,02/13,Present,"Jackson Center, PA"
52257,IT SPECIALIST,Penn State University,06/08,02/13,"Sharon, PA"
52258,Network Analyst and HR,Teranet Networkz pvt ltd,06/2017,Present,Bangalore
52258,System Administrator,Teranet Networkz pvt ltd,06/2017,Present,Bangalore
52258,PCB board testing and Quality department,Eolane,06/2016,06/2017,
52259,Professional Driver,Mountain Rentals US,12/2012,Present,
52260,Sr. Principal Network Security Enterprise Architecture,Nuance Communications,2017/,Present,"Melrose, MA"
52260,Sr. Network and Security Engineer III - Network Ops Manager,Ericsson,2014/,2017/,"Waltham, MA"
52260,Sr. Network Engineer II-Architect,Shire Pharmaceuticals,2013/,2014/,"Lexington, MA"
52260,Principal Network Architect for Storage EMC,EMC,2011/,2013/,"Hopkinton, MA"
52260,Sr. Network Engineer,Eagle Investment Systems,2006/,2011/,"Newton, MA"
52260,Network Engineer,P&H Solutions,2006/,2006/,"Newton, MA"
52260,Network Security Administrator,Conversent Communications,2004/,2006/,"Marlborough, MA"
52260,Network Administrator,Tetra Tech FW,2001/,2004/,"Boston, MA"
52260,Network Support Engineer,EchoMail,2000/,2001/,"Cambridge, MA"
52261,Network Administrator/Field Technician,"Compudyne, Inc",03/18,Present,"Boulder, CO"
52261,Network Technician,Vital Network Solutions,07/08,Present,"Boulder, CO"
52261,Network Administrator,Creditors Financial Group,06/05,07/08,"Aurora, CO"
52261,Computer Operator,University of Northern Colorado,05/04,06/05,"Greeley, CO"
52261,Network Technician,University of Northern Colorado,08/02,08/03,"Greeley, CO"
52261,Software Quality Engineer,Veritas,05/02,08/02,"Boulder, CO"
52261,Computer Technician,Denver Online/Bearpaw Energy,05/99,08/99,"Denver, CO"
52262,Network Administrator,"Skokie, IL",03/15,05/19,"Skokie, IL"
52262,Network Consultant,FTA computer consulting Inc,09/14,02/15,"San Mateo, CA"
52262,Network Administrator,Ontrack Solutions Inc,03/09,08/14,"Skokie, IL"
52262,Field Technician,Getronics Corporation,09/08,02/09,"San Jose, CA"
52262,Service Technician,Alborz Technical Consulting Corp,01/03,07/08,"Chicago, IL"
52262,Desktop Support Specialist,Soft Tracks Inc,04/99,12/02,"Chicago, IL"
52263,Information Technology Specialist,Barrister Global Service Network,02/14,Present,"Alexandria, VA"
52263,Cap Supervisor,WALMART,10/13,Present,
52263,NETWORK ENGINEER,MOUNT SINAI HOSPITAL,10/11,09/13,
52263,NETWORK ADMINISTRATOR,SKYCOM IT CONSULT,01/04,09/11,
52264,Consulting Engineer,Cisco Systems,10/2011,Present,"Pittsburgh, PA"
52264,Network Architect,Bayer,02/2008,09/2011,"Pittsburgh, PA"
52264,Network Administrator,"Management Science Associates, Inc",02/2005,02/2008,"Pittsburgh, PA"
52264,Systems Administrator,Carnegie Library,06/2002,08/2004,"Pittsburgh, PA"
52265,Computer technician,Steven's consulting,05/11,Present,"Saint Croix, IN"
52265,Network Engineer,Jasper Engines & Transmissions,06/08,05/11,
52265,Network Engineer,TheAmeGroup,06/07,12/07,
52265,Systems Administrator,Stewart Warner South Wind Corporation,08/01,06/07,
52265,Network Tech/Specialist,Dell Computer Corporation,11/00,08/01,
52265,Network Technician,Proline Computers,02/00,11/00,
52266,Senior Network Engineer,American Airlines,04/2017,Present,"Fort Worth, TX"
52266,Network Engineer,Philips Healthcare Informatics,07/2016,03/2017,"Foster City, CA"
52266,Network Engineer,Nationwide Insurance,03/2015,06/2016,"Columbus, OH"
52266,Network Security Engineer,MUFG Union Bank,01/2014,03/2015,"Monterey Park, CA"
52266,Network Security Administrator,General Electric,07/2012,12/2013,"Plano, TX"
52266,Jr. Network Engineer,St. Joseph Healthcare,03/2009,06/2012,"Paterson, NJ"
52267,Independent Freelance IT Consultant,Independent Freelance IT Consultant,06/2017,Present,"Laurel Springs, NJ"
52267,Network Systems Analyst,AAA-MIDATLANTIC,03/2014,08/2017,"Mount Laurel, NJ"
52267,Network Administrator / Contractor,PRIME COMMUNICATIONS,05/2003,03/2014,"Philadelphia, PA"
52267,Network Administrator,VIRTUA HEALTH,10/1997,03/2003,"Mount Holly, NJ"
52268,Senior Systems Administrator,First Advantage Corporation,12/16,Present,"Newnan, GA"
52268,Senior Systems Administrator,Panasonic Automotive Systems,04/14,12/16,"Peachtree City, GA"
52268,Network Administrator,Zotec Medical Management Professionals,06/06,04/14,"Chattanooga, TN"
52268,Help Desk Level III,Proudfoot Consulting,10/05,06/06,"West Palm Beach, FL"
52268,Network Engineer / Field Tech II,WebMD Practice Services,04/05,10/05,"West Palm Beach, FL"
52268,Network Administrator,Concord Camera Corp,09/02,04/05,"Hollywood, FL"
52268,Network Administrator,"Pinnacle Funding, Inc",04/01,09/02,
52268,Assistant Network Administrator,Web Magic,05/00,04/01,"Lake Worth, FL"
52268,Administrative Assistant / Technical Support,Palm Beach Atlantic - Rinker School,08/98,05/00,
52269,Sales Representative,Allstate Insurance,01/19,Present,"Auburn Hills, MI"
52269,Salesman,2313,11/18,01/19,"Farmington Hills, MI"
52269,Server Administrator,United States Marine Corps,02/18,11/18,"Norfolk, VA"
52269,Network Transport Technician,United States Marine Corps,06/17,02/18,"Norfolk, VA"
52269,Security Guard,United States Marine Corps,11/16,06/17,"Norfolk, VA"
52269,Help Desk/ Asset Manager,United States Marine Corps,04/16,11/16,"Norfolk, VA"
52270,IT Manager,Poker Palace Casino,06/2018,Present,"North Las Vegas, NV"
52270,Field Technician,CTech Solutions,05/2013,03/2019,"Las Vegas, NV"
52270,Systems Technician,LV Med IT,01/2018,05/2018,"Las Vegas, NV"
52270,Network/Systems Administrator,"United Electrical Services, Inc.",07/2017,11/2017,"Minden, NV"
52270,Network Administrator,"All Lit Up Electric, Inc.",05/2013,04/2014,"Las Vegas, NV"
52270,Junior Systems Administrator,"DMA Financial, Inc",01/2013,05/2013,"Henderson, NV"
52270,Systems/ Network Administrator,"Pacific Island Engineers, Inc",03/2001,12/2012,"Tamuning, GU"
52270,Owner/Operations Manager,New Tropic Industries,06/1996,03/2001,"Tamuning, GU"
52271,Network Architect,U.S. Electrical Services Inc,01/17,Present,"Hartford, CT"
52271,Senior Network Engineer,Office of Naval Intelligence,02/13,01/17,
52271,Network Operations Center Manager,United States Navy,10/10,02/13,
52271,Network Administrator,United States Navy,11/06,10/10,
52272,Network Engineer,"OMNIPOTECH, LTD",12/05,Present,"Deltona, FL"
52272,"Dir. of Technologies, Network Administrator",A Leak Detection and Plumbing Services,03/01,01/04,
52272,Dir. of Technologies and Network Administrator,Gwynedd Mercy Academy,12/98,03/01,
52272,Customer Engineer,Banctec,01/97,01/98,"Camden and Moorestown, NJ"
52273,System and Network Engineer,Interdealer Trading Solutions,01/2012,01/2016,"Simi Valley, CA"
52273,System and Network Administrator,Timely Industries,07/2008,12/2011,"Pacoima, CA"
52273,System and Network Administrator,Ronco Corporation,06/2006,04/2008,"Simi Valley, CA"
52273,Network Administrator,NetworkOmni Language Services,03/2004,06/2006,"Thousand Oaks, CA"
52273,Programmer Analyst,PTI Technologies Inc,1999,2001,
52273,Network Administrator,PTI Technologies Inc,1993,1999,
52273,Buyer,PTI Technologies Inc,1991,1993,
52273,Receiving Inspector,PTI Technologies Inc,1987,1991,
52273,Electronics Technician,HR Textron,11/1984,01/1987,"Valencia, CA"
52274,System Engineer,Minnesota IT Service,2014,Present,"Woodbury, MN"
52274,Senior Citrix Administrator,"Bureau of Ocean Energy Management, Regulation and Enforcement",2011,08/2014,"New Orleans, LA"
52274,Senior Citrix Administrator,ALTA IT SERVICES,02/2011,08/2011,"New Orleans, LA"
52274,Network / Citrix Administrator,Reward Health Care Services,05/2010,10/2010,"Baltimore, MD"
52274,Senior System Administrator,Leech Lake Gaming/Casino,07/2006,03/2010,"Cass Lake, MN"
52274,Network Administrator,Target Corporation,03/2006,07/2006,"Minneapolis, MN"
52274,System Administrator,Carlson Management Companies,07/2005,12/2005,"Minneapolis, MN"
52274,Engineer Citrix,,03/2004,07/2005,"Cedar Rapid, IA"
52274,System Administrator,State of Minnesota,05/1998,05/1998,"Saint Paul, MN"
52274,Network Specialist,Aspen Research Corporation,05/1997,04/1998,"New Brighton, MN"
52275,"MANAGER, NETWORK INFRASTRUCTURE",Mythics Inc,12/2008,01/2019,"Virginia Beach, VA"
52275,NETWORK ADMINISTRATOR,The Penrod Company,10/2006,12/2008,
52276,Senior Network Engineer,"Dayton Physicians, LLC",07/15,Present,"West Chester, OH"
52276,Senior Network Engineer,CommuniCare Health Systems,07/12,07/15,"Blue Ash, OH"
52276,Support Engineer,"PCMS Datafit, Inc",04/12,06/12,"Springdale, OH"
52276,Senior Support Engineer,"Cornerstone Brands, Inc",02/07,04/12,"West Chester, OH"
52276,Network Administrator,Clermont County Board of Directors,04/01,02/07,"Batavia, OH"
52276,Network Administrator,Group Health Associates,06/97,10/00,"Cincinnati, OH"
52277,Technical Support Advisor - Active TS,JSI Telecom,11/11,Present,"Chantilly, VA"
52277,Systems Administrator III - TS / CI,POLY CACI / National Reconnaissance Office,07/08,10/11,"Washington, DC"
52277,Network Administrator - TS/SCI,STG / Department of State,02/07,06/08,"Washington, DC"
52277,Network Administrator,STG / Department of State,11/02,02/07,"Washington, DC"
52277,Customer Support Technician,Daston Corporation,12/01,09/02,"Fairfax, VA"
52277,Network Technician,TEK Systems Inc,03/01,12/01,"Fairfax, VA"
52277,Network Technician,MCI WORLDCOM,09/00,03/01,"Washington, DC"
52277,Systems Administrator,SuprTek,01/98,01/00,"Washington, DC"
52277,Systems Administrator,Integrated Systems Group,10/97,01/98,"McLean, VA"
52278,Network Engineer,State Bank &Trust,04/14,02/19,"Savannah, GA"
52278,Consultant,Diebold,10/11,02/14,"North Canton, OH"
52278,Consultant,The J.M. Smuckers Company,06/10,02/11,"Orrville, OH"
52278,Consultant,Tri-C College,01/09,05/10,"Westlake, OH"
52278,Network Administrator,Key Bank,05/02,12/08,"Cleveland, OH"
52278,Consultant,McDonald Investments Server Desktop Team,01/00,05/02,"Cleveland, OH"
52279,Senior Network Engineer,Fred's Inc,06/2008,12/2011,"Camarillo, CA"
52279,Network Engineer,Fred's Inc,12/2007,06/2008,"Memphis, TN"
52279,Systems Administrator,Perspective Inc,03/2001,12/2007,"Bartlett, TN"
52280,IT NETWORK AND SECURITY ADMINISTRATOR,BANK of AFRICA BENIN,08/2017,Present,Cotonou
52280,IT Consultant and Trainer/Linux Administrator,SYSTEMS AND NETWORK Technologies,06/2016,Present,Cotonou
52280,IT MONITORING SPECIALIST,MTN BENIN/CIS BENIN,09/2016,08/2017,Cotonou
52280,head of technical department,SOFT INNOVATIONS Technologies,10/2014,09/2016,Cotonou
52281,Network Operation Center (NOC) Analyst,DKW Communications INC,03/2011,Present,"Washington, DC"
52281,Network Administrator,DKW Communications INC,09/2006,2016,"Washington, DC"
52281,System Administrator,L-3/ Titian Group,01/2005,09/2006,"Arlington, VA"
52282,Cyber Network Engineer,Amazon,08/14,09/15,"Dallas, TX"
52282,Network Administrator,ACS,01/12,12/12,"Dallas, TX"
52282,IP Engineer,T-Mobile,11/10,12/11,"Frisco, TX"
52282,Systems Engineer,Tekelec,12/07,05/09,"Plano, TX"
52282,Network Engineer,Microsoft,09/05,11/07,"Dallas, TX"
52282,Network Engineer,NEC,07/04,09/05,"Irving, TX"
52282,Network Engineer,Switch and Data,02/01,06/04,"Dallas, TX"
52282,Technician & Engineer,MCI,10/96,12/00,"Richardson, TX"
52283,Senior Function Specialist,"BAHR Associates, Inc",07/2012,05/2019,"Virginia Beach, VA"
52283,Continued Network Specialist,SAIC Naval and Maritime Business Unit,2012,2014,
52283,Lead Systems/ Network Administrator,"U.S. Navy, Unified Atlantic Regional Network Operation Center",2004,2008,
52283,Network Communications Supervisor and Systems Administrator,U.S. Navy. USS Vicksburg (CG-69),2001,2004,
52284,Senior Network Security Engineer,"WPG Consulting, LLC",08/2017,07/2019,"New York, NY"
52284,Senior Network Engineer,"Dini Communications, Inc",06/2017,08/2017,"Edison, NJ"
52284,Senior Network Engineer / Network Engineer,ID Analytics a Symantec company,06/2013,06/2017,"San Diego, CA"
52284,Network Engineer,"VXI Global Solutions, Inc",07/2011,06/2013,"Los Angeles, CA"
52284,Network Engineer Intern,"Future Computing Solutions, Inc",06/2010,07/2011,"Yorba Linda, CA"
52284,Network Administrator,"Narayan, Inc",05/2008,05/2010,"Paragould, AR"
52285,Director of Information Technology,International Aircraft Associates,02/13,Present,"Miramar, FL"
52285,Assistant Information Technology Manager,Investors Trust Administration,04/09,11/12,"Miami, FL"
52285,Network Administrator,Phoenix American,06/05,03/09,"Miami, FL"
52285,Network Consultant,Matrix Technologies,12/04,06/05,"Miami, FL"
52285,Network Administrator,"Magnivision, Inc",03/01,11/04,"Miramar, FL"
52285,Information Technology Manager/Systems Administrator,"Cambridge Lamps, Inc",01/99,03/01,"Hialeah, FL"
52285,Network Administrator,World Fuel Services Corp,06/97,12/98,"Miami, FL"
52285,Computer Operator II / Network Administrative Assistant,Palmetto General Hospital,01/96,06/97,"Hialeah, FL"
52286,Network Administrator,Cisco,01/2012,Present,"Miramar, FL"
52286,Installer,"Cisco - Miami, FL",04/2014,01/2015,"Miami, FL"
52286,Network Technician,"NETWORK, INC - Miami, FL",10/2001,2015,"Miami, FL"
52286,Ramp Agent,"NETWORK, INC - Fort Lauderdale, FL",05/2011,04/2013,"Fort Lauderdale, FL"
52286,Owner,"Global Mortgage & Investment Funding - Fort Lauderdale, FL",06/2003,12/2011,"Fort Lauderdale, FL"
52287,Systems Administrator,SAIC,10/18,Present,"Huntsville, AL"
52287,Systems Administrator,Perspecta,12/17,10/18,"Huntsville, AL"
52287,Systems Project Engineer,General Cable,10/16,12/17,"Jackson, TN"
52287,Server Engineer,Perspecta,05/16,07/16,"Brentwood, TN"
